RN,CCTVID,CCTVNAME,CENTERNAME,XCOORD,YCOORD
8861,E903910,[국도40]보령개화교차로,국가교통정보센터(국도),126.63988,36.29122
8862,E903911,[국도40]보령개화교차로,국가교통정보센터(국도),126.65127,36.29678
8863,E903912,[국도40]보령개화리,국가교통정보센터(국도),126.64571,36.292
8864,E903913,[국도40]보령교성3리,국가교통정보센터(국도),126.55467,36.441315
8865,E903914,[국도40]보령도미부인사당입구,국가교통정보센터(국도),126.546581,36.442198
8866,E903915,[국도40]보령두만소류지,국가교통정보센터(국도),126.524019,36.462873
8867,E903916,[국도40]보령마강교차로,국가교통정보센터(국도),126.566622,36.425467
8868,E903917,[국도40]보령무궁화수목원,국가교통정보센터(국도),126.641113,36.335342
8869,E903918,[국도40]보령미산교차로,국가교통정보센터(국도),126.667308,36.297554
8870,E903919,[국도40]보령보령방조제북측,국가교통정보센터(국도),126.524141,36.451174
8871,E903920,[국도40]보령성주삼거리,국가교통정보센터(국도),126.64615,36.33682
8872,E903921,[국도40]보령성주터널서측,국가교통정보센터(국도),126.6266994,36.3376799
8873,E903922,[국도40]보령소성삼거리,국가교통정보센터(국도),126.533563,36.440357
8874,E903923,[국도40]보령수리교차로,국가교통정보센터(국도),126.687644,36.292049
8875,E903924,[국도40]보령수양관교차로,국가교통정보센터(국도),126.6346668,36.2936196
8876,E903925,[국도40]보령오천과선교,국가교통정보센터(국도),126.577352,36.422975
8877,E903926,[국도40]보령우유창고,국가교통정보센터(국도),126.5267565,36.4899069
8878,E903927,[국도40]보령웅포마을,국가교통정보센터(국도),126.557801,36.435017
8879,E903928,[국도40]보령장곡리,국가교통정보센터(국도),126.563754,36.430142
8880,E903929,[국도40]보령장은1리,국가교통정보센터(국도),126.5140945,36.5061811
8881,E903930,[국도40]보령장은3리,국가교통정보센터(국도),126.4997856,36.5074841
8882,E903931,[국도40]보령장은4리,국가교통정보센터(국도),126.5233508,36.4954831
8883,E903932,[국도40]보령장은보건진료소,국가교통정보센터(국도),126.5203762,36.5016333
8884,E903933,[국도40]보령천북삼거리,국가교통정보센터(국도),126.5269671,36.4814795
8885,E903934,[국도40]보령하만3리,국가교통정보센터(국도),126.5248344,36.4677241
8886,E903935,[국도40]보령하만교차로,국가교통정보센터(국도),126.524472,36.472776
8887,E903936,[국도40]보령하만리,국가교통정보센터(국도),126.523785,36.4572503
8888,E903937,[국도40]보령홍성방조제,국가교통정보센터(국도),126.485715,36.50862
8889,E903938,[국도40]보령화산1교,국가교통정보센터(국도),126.623292,36.35662181
8890,E903939,[국도40]부여구룡IC1교,국가교통정보센터(국도),126.817136,36.251557
8891,E903940,[국도40]부여금사교차로,국가교통정보센터(국도),126.801745,36.251459
8892,E903941,[국도40]부여대향로로터리,국가교통정보센터(국도),126.9294362,36.2844985
8893,E903942,[국도40]부여동문삼거리,국가교통정보센터(국도),126.9366228,36.2767731
8894,E903943,[국도40]부여반교터널동측,국가교통정보센터(국도),126.721338,36.285458
8895,E903944,[국도40]부여신정교차로,국가교통정보센터(국도),126.96098,36.32464
8896,E903945,[국도40]부여오촌교차로,국가교통정보센터(국도),126.9888632,36.3310619
8897,E903946,[국도40]부여온해교차로,국가교통정보센터(국도),126.751945,36.29525
8898,E903947,[국도40]부여용정교차로,국가교통정보센터(국도),126.9378344,36.2913342
8899,E903948,[국도40]부여운치교차로,국가교통정보센터(국도),126.790492,36.273824
8900,E903949,[국도40]부여율암교차로,국가교통정보센터(국도),126.79379,36.262449
8901,E903950,[국도40]부여자왕IC교,국가교통정보센터(국도),126.9514254,36.3092475
8902,E903951,[국도40]부여저동교차로,국가교통정보센터(국도),126.764063,36.295607
8903,E903952,[국도40]부여저석교차로,국가교통정보센터(국도),126.9778,36.3328
8904,E903953,[국도40]부여주암교차로,국가교통정보센터(국도),126.774603,36.283882
8905,E903954,[국도40]부여지티교차로,국가교통정보센터(국도),126.73377,36.290104
8906,E903955,[국도40]부여지티리,국가교통정보센터(국도),126.728108,36.287194
8907,E903956,[국도40]예산고덕회전교차로,국가교통정보센터(국도),126.698924,36.747044
8908,E903957,[국도40]예산내라리,국가교통정보센터(국도),126.600501,36.637127
8909,E903958,[국도40]예산덕산회전교차로,국가교통정보센터(국도),126.673199,36.709578
8910,E903959,[국도40]예산덕숭산탑림공원,국가교통정보센터(국도),126.63693,36.66704
8911,E903960,[국도40]예산도랑골삼거리,국가교통정보센터(국도),126.70952,36.761319
8912,E903961,[국도40]예산둔리1리,국가교통정보센터(국도),126.642485,36.675438
8913,E903962,[국도40]예산별암미사거리,국가교통정보센터(국도),126.7044026,36.7571036
8914,E903963,[국도40]예산복당1리,국가교통정보센터(국도),126.595991,36.631138
8915,E903964,[국도40]예산복당2리,국가교통정보센터(국도),126.590652,36.62767
8916,E903965,[국도40]예산복당리(1/2),국가교통정보센터(국도),126.586669,36.621234
8917,E903966,[국도40]예산복당리(2/2),국가교통정보센터(국도),126.5881708,36.6249481
8918,E903967,[국도40]예산사리1교차로,국가교통정보센터(국도),126.6946457,36.7312067
8919,E903968,[국도40]예산사천리(1/2),국가교통정보센터(국도),126.6117517,36.6476197
8920,E903969,[국도40]예산사천리(2/2),국가교통정보센터(국도),126.6159638,36.6498185
8921,E903970,[국도40]예산수덕고개,국가교통정보센터(국도),126.63995,36.66992
8922,E903971,[국도40]예산수덕고개(1/3),국가교통정보센터(국도),126.6293782,36.6605126
8923,E903972,[국도40]예산수덕고개(2/3),국가교통정보센터(국도),126.6320406,36.6622775
8924,E903973,[국도40]예산수덕고개(3/3),국가교통정보센터(국도),126.634529,36.6645229
8925,E903974,[국도40]예산수덕사1교차로,국가교통정보센터(국도),126.6264838,36.6577084
8926,E903975,[국도40]예산수덕사2교차로,국가교통정보센터(국도),126.6201534,36.6536981
8927,E903976,[국도40]예산오추육교,국가교통정보센터(국도),126.715853,36.7705853
8928,E903977,[국도40]예산외나사거리,국가교통정보센터(국도),126.615974,36.649754
8929,E903978,[국도40]예산읍내교차로,국가교통정보센터(국도),126.6726,36.7041
8930,E903979,[국도40]예산호음2리,국가교통정보센터(국도),126.733589,36.783619
8931,E903980,[국도40]홍성갈산터널동측,국가교통정보센터(국도),126.540012,36.598767
8932,E903981,[국도40]홍성광리,국가교통정보센터(국도),126.511,36.5943
8933,E903982,[국도40]홍성광리교차로,국가교통정보센터(국도),126.50714,36.59704
8934,E903983,[국도40]홍성남당교차로,국가교통정보센터(국도),126.472334,36.541583
8935,E903984,[국도40]홍성남당리,국가교통정보센터(국도),126.470968,36.546152
8936,E903985,[국도40]홍성내동교차로,국가교통정보센터(국도),126.479497,36.537235
8937,E903986,[국도40]홍성서부초등학교,국가교통정보센터(국도),126.51167,36.577496
8938,E903987,[국도40]홍성송촌마을,국가교통정보센터(국도),126.4951269,36.5666717
8939,E903988,[국도40]홍성송촌삼거리,국가교통정보센터(국도),126.487676,36.562739
8940,E903989,[국도40]홍성신리교차로,국가교통정보센터(국도),126.488238,36.526572
8941,E903990,[국도40]홍성신안리,국가교통정보센터(국도),126.578754,36.606825
8942,E903991,[국도40]홍성안악마을,국가교통정보센터(국도),126.5830508,36.6140171
8943,E903992,[국도40]홍성어사2교차로,국가교통정보센터(국도),126.4702528,36.5548283
8944,E903993,[국도40]홍성어사교차로,국가교통정보센터(국도),126.473938,36.557909
8945,E903994,[국도40]홍성어사항,국가교통정보센터(국도),126.4674586,36.5508888
8946,E903995,[국도40]홍성오두교차로,국가교통정보센터(국도),126.5288007,36.5988996
8947,E903996,[국도40]홍성은행골,국가교통정보센터(국도),126.504104,36.5659266
8948,E903997,[국도40]홍성이호교차로,국가교통정보센터(국도),126.515006,36.582865
8949,E903998,[국도40]홍성이호저수지,국가교통정보센터(국도),126.50915,36.568531
8950,E903999,[국도40]홍성하촌들,국가교통정보센터(국도),126.515553,36.587889
8951,E904000,[국도42]동해달방저수지,국가교통정보센터(국도),129.03821,37.507801
8952,E904001,[국도42]동해동해시승화원,국가교통정보센터(국도),129.027592,37.512072
8953,E904002,[국도42]동해삼화초등학교,국가교통정보센터(국도),129.021947,37.517201
8954,E904003,[국도42]동해신흥간촌,국가교통정보센터(국도),129.012795,37.524969
8955,E904004,[국도42호선][국도42]작은너그니재2,국가교통정보센터(국도),128.84349,37.4929
8956,E900436,[국도42호선][국도42호선]이천이천종합운동장,국가교통정보센터(국도),127.496208,37.289436
8957,E900437,[국도42호선]광터교차로(하),국가교통정보센터(국도),127.880926,37.340515
8958,E904005,[국도42호선]동해동해항교차로,국가교통정보센터(국도),129.121785,37.489366
8959,E904006,[국도42호선]동해비천교남측,국가교통정보센터(국도),129.046145,37.500745
8960,E904007,[국도42호선]동해소비교,국가교통정보센터(국도),129.052737,37.4983
8961,E904008,[국도42호선]동해원평교차로,국가교통정보센터(국도),129.06873,37.491933
8962,E904009,[국도42호선]동해전천과선교,국가교통정보센터(국도),129.078884,37.482114
8963,E904010,[국도42호선]동해청운교차로,국가교통정보센터(국도),129.102736,37.48391
8964,E904011,[국도42호선]동화리(상),국가교통정보센터(국도),127.83919,37.32372
8965,E900438,[국도42호선]문재(방림),국가교통정보센터(국도),128.263341,37.426735
8966,E900439,[국도42호선]문재(안흥),국가교통정보센터(국도),128.252057,37.414159
8967,E900440,[국도42호선]백복령(시경계),국가교통정보센터(국도),128.986557,37.533024
8968,E904012,[국도42호선]북평초교삼거리,국가교통정보센터(국도),128.67569,37.4569
8969,E900441,[국도42호선]비행기재,국가교통정보센터(국도),128.560883,37.344624
8970,E904013,[국도42호선]소탄교차로,국가교통정보센터(국도),128.58025,37.354973
8971,E904014,[국도42호선]솔치재,국가교통정보센터(국도),128.630461,37.382872
8972,E904015,[국도42호선]여량우회도로,국가교통정보센터(국도),128.743372,37.469743
8973,E904016,[국도42호선]여우재대기소,국가교통정보센터(국도),128.365244,37.432574
8974,E900442,[국도42호선]여주간매교차로,국가교통정보센터(국도),127.7094141,37.27452702
8975,E904017,[국도42호선]여주강천체육공원,국가교통정보센터(국도),127.70293,37.27901
8976,E900443,[국도42호선]여주고백리삼거리,국가교통정보센터(국도),127.5426343,37.29520507
8977,E900444,[국도42호선]여주교동교차로,국가교통정보센터(국도),127.6359583,37.282535
8978,E900445,[국도42호선]여주능서육교,국가교통정보센터(국도),127.5728627,37.30126488
8979,E900446,[국도42호선]여주부평교차로,국가교통정보센터(국도),127.7411663,37.27351063
8980,E904018,[국도42호선]여주서여주IC,국가교통정보센터(국도),127.59119,37.298637
8981,E904019,[국도42호선]여주신근리삼거리,국가교통정보센터(국도),127.55027,37.29752
8982,E900447,[국도42호선]여주여주IC삼거리,국가교통정보센터(국도),127.6483082,37.25446758
8983,E904020,[국도42호선]여주여주터널입구,국가교통정보센터(국도),127.7342,37.27244
8984,E900448,[국도42호선]여주영릉교차로,국가교통정보센터(국도),127.61491,37.29802
8985,E900449,[국도42호선]여주이호대교,국가교통정보센터(국도),127.67285,37.28369
8986,E904021,[국도42호선]용인궁촌교,국가교통정보센터(국도),127.164199,37.237617
8987,E900450,[국도42호선]용인대촌교차로,국가교통정보센터(국도),127.205733,37.213817
8988,E900451,[국도42호선]용인명지교차로,국가교통정보센터(국도),127.184163,37.228827
8989,E900452,[국도42호선]용인상하교차로,국가교통정보센터(국도),127.1387,37.25325
8990,E904022,[국도42호선]용인송문리입구삼거리,국가교통정보센터(국도),127.24853,37.22612
8991,E900453,[국도42호선]용인양지1교,국가교통정보센터(국도),127.27432,37.22948
8992,E900454,[국도42호선]용인양지IC사거리,국가교통정보센터(국도),127.2972927,37.23494432
8993,E900455,[국도42호선]용인양지사거리,국가교통정보센터(국도),127.2789854,37.23215692
8994,E904023,[국도42호선]용인제일초등학교사거리,국가교통정보센터(국도),127.3171735,37.23849667
8995,E900456,[국도42호선]용인추계1교,국가교통정보센터(국도),127.3292321,37.25526152
8996,E904024,[국도42호선]용인추계2리,국가교통정보센터(국도),127.3215855,37.24538767
8997,E904025,[국도42호선]원주교항1리,국가교통정보센터(국도),128.010778,37.432384
8998,E904028,[국도42호선]원주교항리,국가교통정보센터(국도),128.03821,37.440716
8999,E900457,[국도42호선]원주대둔IC,국가교통정보센터(국도),127.778327,37.2807
9000,E900458,[국도42호선]원주문막사거리,국가교통정보센터(국도),127.8222718,37.316579
9001,E900459,[국도42호선]원주세고개삼거리,국가교통정보센터(국도),127.85447,37.333303
9002,E904029,[국도42호선]원주소초사거리,국가교통정보센터(국도),128.0015,37.41801
9003,E904026,[국도42호선]원주수암리,국가교통정보센터(국도),127.994221,37.403662
9004,E904030,[국도42호선]원주지천이고개,국가교통정보센터(국도),128.02144,37.43508
9005,E904031,[국도42호선]원주진양삼거리,국가교통정보센터(국도),127.98154,37.390488
9006,E904027,[국도42호선]원주학곡회전교차로,국가교통정보센터(국도),128.055609,37.43753
9007,E904032,[국도42호선]이천달개실사거리,국가교통정보센터(국도),127.435265,37.24428
9008,E900460,[국도42호선]이천무촌교차로,국가교통정보센터(국도),127.4811946,37.28668872
9009,E900461,[국도42호선]이천복하교차로,국가교통정보센터(국도),127.4615741,37.26503732
9010,E904033,[국도42호선]이천부발IC,국가교통정보센터(국도),127.5234744,37.2896862
9011,E900462,[국도42호선]이천설서교차로,국가교통정보센터(국도),127.4028334,37.25564307
9012,E900463,[국도42호선]이천신원교,국가교통정보센터(국도),127.5094301,37.2912712
9013,E900464,[국도42호선]이천오천교차로,국가교통정보센터(국도),127.3615657,37.25461995
9014,E904034,[국도42호선]이천오천삼거리,국가교통정보센터(국도),127.34777,37.256058
9015,E904035,[국도42호선]이천오천터널입구,국가교통정보센터(국도),127.373524,37.25451383
9016,E904036,[국도42호선]이천윗들사거리,국가교통정보센터(국도),127.420011,37.2442965
9017,E904037,[국도42호선]이천추계2교,국가교통정보센터(국도),127.34411,37.25686
9018,E904054,[국도42호선]정선광석교차로,국가교통정보센터(국도),128.61906,37.363922
9019,E904038,[국도42호선]정선덕송교차로,국가교통정보센터(국도),128.6673582,37.3939623
9020,E904039,[국도42호선]정선덕송삼거리,국가교통정보센터(국도),128.663392,37.419499
9021,E900465,[국도42호선]정선반점재,국가교통정보센터(국도),128.672222,37.408838
9022,E900467,[국도42호선]정선백복령대기소,국가교통정보센터(국도),128.929711,37.531284
9023,E900466,[국도42호선]정선백복령정상,국가교통정보센터(국도),128.964583,37.541916
9024,E904040,[국도42호선]정선북평삼거리,국가교통정보센터(국도),128.66547,37.451015
9025,E904041,[국도42호선]정선송계리1,국가교통정보센터(국도),128.807223,37.499625
9026,E904042,[국도42호선]정선송계리2,국가교통정보센터(국도),128.829905,37.497986
9027,E904043,[국도42호선]정선아우라지교차로,국가교통정보센터(국도),128.718185,37.469326
9028,E904044,[국도42호선]정선여량교차로,국가교통정보센터(국도),128.72727,37.467766
9029,E904045,[국도42호선]정선여량터널,국가교통정보센터(국도),128.707061,37.467123
9030,E904046,[국도42호선]정선왕치산,국가교통정보센터(국도),128.781079,37.48732
9031,E904047,[국도42호선]정선임계대교,국가교통정보센터(국도),128.86378,37.497485
9032,E904048,[국도42호선]정선임계리,국가교통정보센터(국도),128.878776,37.507411
9033,E900468,[국도42호선]정선작은너그니재,국가교통정보센터(국도),128.842827,37.493105
9034,E904049,[국도42호선]정선장열리,국가교통정보센터(국도),128.682844,37.466301
9035,E904050,[국도42호선]정선장열리2,국가교통정보센터(국도),128.695268,37.460993
9036,E904051,[국도42호선]정선지경교,국가교통정보센터(국도),128.760047,37.47373
9037,E904052,[국도42호선]정선직원리,국가교통정보센터(국도),128.952735,37.535973
9038,E904053,[국도42호선]정선화천동삼거리,국가교통정보센터(국도),128.88744,37.519703
9039,E900469,[국도42호선]창리교차로(구멧둔재),국가교통정보센터(국도),128.473889,37.341282
9040,E900470,[국도42호선]큰너그니재(임계),국가교통정보센터(국도),128.7916571,37.49805258
9041,E904061,[국도42호선]평창노론삼거리,국가교통정보센터(국도),128.43292,37.3619
9042,E904055,[국도42호선]평창맷대교차로,국가교통정보센터(국도),128.545616,37.335452
9043,E904062,[국도42호선]평창멧둔재교차로,국가교통정보센터(국도),128.44801,37.346817
9044,E904063,[국도42호선]평창백운교차로,국가교통정보센터(국도),128.5436,37.332756
9045,E904056,[국도42호선]평창상리,국가교통정보센터(국도),128.4128743,37.36469019
9046,E904057,[국도42호선]평창샘내1교,국가교통정보센터(국도),128.48916,37.339123
9047,E900471,[국도42호선]평창서천교차로,국가교통정보센터(국도),128.524479,37.32559
9048,E900472,[국도42호선]평창여우재,국가교통정보센터(국도),128.314339,37.431804
9049,E904058,[국도42호선]평창창리1교,국가교통정보센터(국도),128.5056192,37.3370151
9050,E904059,[국도42호선]평창창리2교,국가교통정보센터(국도),128.512047,37.330256
9051,E904060,[국도42호선]평창평창교,국가교통정보센터(국도),128.406498,37.367002
9052,E904064,[국도42호선]횡성모란교차로동측,국가교통정보센터(국도),128.0912,37.445134
9053,E900473,[국도42호선]횡성새말교차로,국가교통정보센터(국도),128.076757,37.448048
9054,E904065,[국도42호선]횡성신지교차로,국가교통정보센터(국도),128.13377,37.411437
9055,E904066,[국도42호선]횡성신흥교차로,국가교통정보센터(국도),128.146475,37.407633
9056,E904067,[국도42호선]횡성안흥삼거리,국가교통정보센터(국도),128.155939,37.412939
9057,E904070,[국도42호선]횡성역골교차로,국가교통정보센터(국도),128.06966,37.444035
9058,E904068,[국도42호선]횡성오원교차로,국가교통정보센터(국도),128.09799,37.43801
9059,E904069,[국도42호선]횡성전재교차로,국가교통정보센터(국도),128.10901,37.426339
9060,E904071,[국도43]공주덕학교차로,국가교통정보센터(국도),127.17081,36.58814
9061,E904072,[국도43]공주도신2교,국가교통정보센터(국도),127.175334,36.58394785
9062,E904073,[국도43]공주어물터널,국가교통정보센터(국도),127.1636985,36.59285688
9063,E904074,[국도43]공주월계교,국가교통정보센터(국도),127.17735,36.56761
9064,E904075,[국도43]공주중흥쉼터,국가교통정보센터(국도),127.17553,36.57461
9065,E904076,[국도43]공주창말교차로,국가교통정보센터(국도),127.122409,36.61582428
9066,E904077,[국도43]세종수산교차로,국가교통정보센터(국도),127.22546,36.54058
9067,E904078,[국도43]세종수산터널(공주)내부,국가교통정보센터(국도),127.210542,36.54422
9068,E904079,[국도43]세종수산터널(공주)입구,국가교통정보센터(국도),127.21415,36.54404
9069,E904080,[국도43]세종수산터널(공주)출구,국가교통정보센터(국도),127.20698,36.54448
9070,E904081,[국도43]세종수산터널(세종)내부,국가교통정보센터(국도),127.21137,36.54369
9071,E904082,[국도43]세종수산터널(세종)입구,국가교통정보센터(국도),127.20878,36.54403
9072,E904083,[국도43]세종수산터널(세종)출구,국가교통정보센터(국도),127.21485,36.5439
9073,E904084,[국도43]세종용암교차로,국가교통정보센터(국도),127.20292,36.54552
9074,E904085,[국도43]송용지하차도송용1,국가교통정보센터(국도),127.0197368,36.9093095
9075,E904086,[국도43]송용지하차도송용2,국가교통정보센터(국도),127.0212446,36.9088047
9076,E904087,[국도43]아산산전리,국가교통정보센터(국도),127.043093,36.886981
9077,E904088,[국도43]아산용두교차로,국가교통정보센터(국도),127.0428,36.80556
9078,E904089,[국도43]천안남풍세IC교차로,국가교통정보센터(국도),127.1393,36.71696
9079,E904090,[국도43]천안용정리,국가교통정보센터(국도),127.10297,36.74948
9080,E904091,[국도43]천안풍세교차로,국가교통정보센터(국도),127.13686,36.72445
9081,E900474,[국도43호선][국도43호선]포천신북IC,국가교통정보센터(국도),127.216134,37.912469
9082,E900475,[국도43호선]갈현고개,국가교통정보센터(국도),127.31006,38.15759
9083,E900476,[국도43호선]공주중흥교차로,국가교통정보센터(국도),127.18649,36.56013
9084,E900477,[국도43호선]광주고산IC,국가교통정보센터(국도),127.2421181,37.37747019
9085,E904092,[국도43호선]광주광지원초교,국가교통정보센터(국도),127.25388,37.459488
9086,E904093,[국도43호선]광주문형2교,국가교통정보센터(국도),127.207803,37.346316
9087,E900478,[국도43호선]광주상번천리,국가교통정보센터(국도),127.2592528,37.44893499
9088,E904094,[국도43호선]광주엄미1리정류장근처,국가교통정보센터(국도),127.24987,37.47089
9089,E904095,[국도43호선]광주엄미리계곡삼거리,국가교통정보센터(국도),127.24138,37.475582
9090,E904096,[국도43호선]광주오포읍사무소,국가교통정보센터(국도),127.23193,37.366351
9091,E900479,[국도43호선]광주은고개,국가교통정보센터(국도),127.240330555556,37.4794138888889
9092,E900480,[국도43호선]남양주광전IC,국가교통정보센터(국도),127.129632,37.693875
9093,E904097,[국도43호선]남양주청학터널남측,국가교통정보센터(국도),127.119704,37.703712
9094,E904098,[국도43호선]남양주청학터널북측,국가교통정보센터(국도),127.113703,37.70673
9095,E900481,[국도43호선]세종수산터널,국가교통정보센터(국도),127.21665,36.54397
9096,E900482,[국도43호선]세종운당교차로,국가교통정보센터(국도),127.1488,36.70799
9097,E900483,[국도43호선]아산갈매리,국가교통정보센터(국도),127.0879352,36.7660833
9098,E900484,[국도43호선]아산봉재교차로,국가교통정보센터(국도),127.0428,36.87848
9099,E900485,[국도43호선]아산북수교차로,국가교통정보센터(국도),127.0773386,36.7811802
9100,E900486,[국도43호선]아산송용2교,국가교통정보센터(국도),127.02611,36.90604
9101,E900487,[국도43호선]아산송촌교차로,국가교통정보센터(국도),127.04035,36.8451
9102,E900488,[국도43호선]아산신남교차로,국가교통정보센터(국도),127.01308,36.91298
9103,E900489,[국도43호선]아산신법2교,국가교통정보센터(국도),126.9986,36.92797
9104,E900490,[국도43호선]아산신항교차로,국가교통정보센터(국도),127.0345,36.894
9105,E900491,[국도43호선]아산용두터널,국가교통정보센터(국도),127.0526,36.82736
9106,E900492,[국도43호선]아산음봉산단교차로,국가교통정보센터(국도),127.0374,36.8624
9107,E900493,[국도43호선]아산현충교차로,국가교통정보센터(국도),127.0472893,36.79411
9108,E904099,[국도43호선]용인능원1교,국가교통정보센터(국도),127.1678067,37.33755492
9109,E900494,[국도43호선]용인동림리,국가교통정보센터(국도),127.18523,37.3398225
9110,E900495,[국도43호선]용인매산리,국가교통정보센터(국도),127.218763,37.351993
9111,E904100,[국도43호선]용인양촌교,국가교통정보센터(국도),127.1592361,37.33138333
9112,E904101,[국도43호선]용인오산육교,국가교통정보센터(국도),127.147606,37.330918
9113,E900496,[국도43호선]용인죽전동,국가교통정보센터(국도),127.1401616,37.32866611
9114,E900497,[국도43호선]천안삼태교차로,국가교통정보센터(국도),127.097524,36.755452
9115,E900498,[국도43호선]천안용정교차로,국가교통정보센터(국도),127.1174,36.73778
9116,E904102,[국도43호선]철원강포리,국가교통정보센터(국도),127.294135,38.119837
9117,E904109,[국도43호선]철원김화교차로,국가교통정보센터(국도),127.42456,38.253498
9118,E904110,[국도43호선]철원드르니교차로,국가교통정보센터(국도),127.30071,38.14977
9119,E904103,[국도43호선]철원문혜1교,국가교통정보센터(국도),127.33935,38.19595
9120,E904111,[국도43호선]철원문혜교차로,국가교통정보센터(국도),127.33332,38.186947
9121,E904112,[국도43호선]철원문혜리,국가교통정보센터(국도),127.33585,38.188484
9122,E904104,[국도43호선]철원문혜지하차도,국가교통정보센터(국도),127.339398,38.202459
9123,E904105,[국도43호선]철원생창리,국가교통정보센터(국도),127.451482,38.274653
9124,E904113,[국도43호선]철원생태평화공원북측,국가교통정보센터(국도),127.453186,38.2844
9125,E904106,[국도43호선]철원연봉제삼거리,국가교통정보센터(국도),127.301196,38.133915
9126,E904114,[국도43호선]철원운장리,국가교통정보센터(국도),127.444916,38.26823
9127,E904107,[국도43호선]철원읍내리,국가교통정보센터(국도),127.428454,38.260921
9128,E904115,[국도43호선]철원지경교차로,국가교통정보센터(국도),127.35214,38.232273
9129,E904116,[국도43호선]철원지경리,국가교통정보센터(국도),127.34308,38.22085
9130,E904108,[국도43호선]철원청양교차로,국가교통정보센터(국도),127.374467,38.242849
9131,E904117,[국도43호선]철원청하육교,국가교통정보센터(국도),127.39415,38.241356
9132,E900499,[국도43호선]평택길음IC,국가교통정보센터(국도),126.9647,36.9845333
9133,E900500,[국도43호선]평택신대IC,국가교통정보센터(국도),126.9918,36.9446833
9134,E900501,[국도43호선]평택오성IC,국가교통정보센터(국도),126.9889,37.0089333
9135,E900502,[국도43호선]평택팽성IC,국가교통정보센터(국도),126.9864833,36.9572
9136,E900503,[국도43호선]평택평택대교,국가교통정보센터(국도),126.9737833,36.9629
9137,E904118,[국도43호선]포천둑곡마을입구삼거리,국가교통정보센터(국도),127.22514,37.930836
9138,E904119,[국도43호선]포천만세교리교차로,국가교통정보센터(국도),127.245591,37.96234
9139,E904120,[국도43호선]포천부인터사거리,국가교통정보센터(국도),127.1313617,37.8040205
9140,E904121,[국도43호선]포천성동2리사거리,국가교통정보센터(국도),127.2613,38.03354
9141,E904122,[국도43호선]포천성동삼거리,국가교통정보센터(국도),127.259135,38.024837
9142,E904123,[국도43호선]포천수내동입구교차로,국가교통정보센터(국도),127.1263241,37.7899231
9143,E904124,[국도43호선]포천신장삼거리,국가교통정보센터(국도),127.2472501,38.0144908
9144,E904125,[국도43호선]포천신포천아파트앞삼거리,국가교통정보센터(국도),127.2292,37.93848
9145,E904126,[국도43호선]포천야미사거리,국가교통정보센터(국도),127.270555,38.053888
9146,E904127,[국도43호선]포천양문교,국가교통정보센터(국도),127.2464598,37.9977352
9147,E904128,[국도43호선]포천요꼴사거리,국가교통정보센터(국도),127.23863,37.95059
9148,E904129,[국도43호선]포천용상골입구사거리,국가교통정보센터(국도),127.13578,37.81634
9149,E904130,[국도43호선]포천운천1교차로,국가교통정보센터(국도),127.27429,38.074883
9150,E904131,[국도43호선]포천운천2교차로,국가교통정보센터(국도),127.265759,38.080949
9151,E904132,[국도43호선]포천운천3교차로,국가교통정보센터(국도),127.268394,38.094418
9152,E904133,[국도43호선]포천자일1리삼거리,국가교통정보센터(국도),127.290276,38.111668
9153,E904134,[국도43호선]포천초가팔리입구사거리,국가교통정보센터(국도),127.1476489,37.8258997
9154,E904135,[국도43호선]포천틀못이마을입구교차로,국가교통정보센터(국도),127.222501,37.923415
9155,E904136,[국도43호선]포천포천방어벙커,국가교통정보센터(국도),127.234018,37.944993
9156,E904137,[국도43호선]포천하송우사거리,국가교통정보센터(국도),127.1545765,37.8371011
9157,E904138,[국도43호선]포천한내사거리,국가교통정보센터(국도),127.20599,37.8975
9158,E900504,[국도43호선]화성덕리사거리,국가교통정보센터(국도),126.9359732,37.17685286
9159,E900505,[국도43호선]화성만년제교차로,국가교통정보센터(국도),126.998516666667,37.2003833333333
9160,E900506,[국도43호선]화성반정1육교,국가교통정보센터(국도),127.05075,37.2300833
9161,E900507,[국도43호선]화성보통교차로,국가교통정보센터(국도),126.968316666667,37.1976666666667
9162,E904139,[국도43호선]화성보통리,국가교통정보센터(국도),126.9550833,37.19628333
9163,E904140,[국도43호선]화성상두리입구삼거리,국가교통정보센터(국도),126.93326,37.10805
9164,E904141,[국도43호선]화성상두리입구정류장,국가교통정보센터(국도),126.939514,37.097496
9165,E904142,[국도43호선]화성상산리입구삼거리,국가교통정보센터(국도),126.942414,37.088283
9166,E904143,[국도43호선]화성세곡리,국가교통정보센터(국도),126.9384194,37.18691667
9167,E900508,[국도43호선]화성수기지하차도,국가교통정보센터(국도),126.9842333,37.1993833
9168,E904144,[국도43호선]화성신왕삼거리,국가교통정보센터(국도),126.945274,37.081387
9169,E900509,[국도43호선]화성안녕IC,국가교통정보센터(국도),127.01375,37.19555
9170,E900510,[국도43호선]화성왕림교차로,국가교통정보센터(국도),126.9468833,37.1920667
9171,E900511,[국도43호선]화성장짐교차로,국가교통정보센터(국도),126.91163,37.135653
9172,E900512,[국도43호선]화성진안교차로,국가교통정보센터(국도),127.026766666667,37.2058
9173,E904145,[국도43호선]화성진안지하차도,국가교통정보센터(국도),127.03285,37.21768333
9174,E904146,[국도43호선]화성태안지하차도,국가교통정보센터(국도),127.0452333,37.21921667
